id,comment,program,time
찰칵이, 음료도 좀 드세요...커피랑 먹으면 넘 맛있겠어요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
하늘하늘, 맛나보여용,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
하늘하늘, 대박,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
요플레, 2021120999592191 구매했어용❤️,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
은행잎, 리뷰이벤트 도전해야겠네요~~~~,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
럭셜먕, 크로아상은 몇개들어있나요?,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
써니, 종류가 많아서 궁금해서 다양하게 시켰어요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
희서희재맘80, 2021120999587091 구매완료~♥,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
tjd, 안녕하세요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
탑리더, 너무 좋네요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
은행잎, 신제품!!!!,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
우리, 굿,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
부리부리이션, 와...와.....뭐야ㅠㅠㅠㅠㅠㅠㅠ,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
loveyj0303, 2021120999622211 구매했어용,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
부리부리이션, 비주얼미쳐...여기 음식맛집이네,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
은행잎, 😍👍👍👍,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
Conspicuous, 굿,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
lkh, 대박~~~,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
은행잎, 대박,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
써니, 와아아아아,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
지민정민, 대박 플레이팅넘이쁘네용,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
푸기, 와 대박 ㅋ케,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
tjd, 우유브러쉬는어떤거죵?,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
쿠요빵, 맛있겠어요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
은행잎, 오오오,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
푸기, 와 ㅡ 대박!!!! 페스추리 거를 타선이 없다,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
hkmlove2155, 몇개씩들어있어요?,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
유댕, 실시간 구매순 1위에여 ㅋㅋㅋㅋㅋㅋㅋㅋ,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
은행잎, 고민없이 다사고 방송보니 맘이 편안합니다 ㅋㅋㅋㅋ,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
hkmlove2155, 빵은 몆개씩들어있어요?,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
푸기, 존마탱,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
kyjcucu, 맛있겠다…………..!,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
은행잎, 👍👍👍😭😭,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
그리운사람, 기대만큼 가격도 넘 좋네요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
smb, 와 대박,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
behappy8602, 빵순이 종류별루 주문했네요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
푸기, 애플파이 드셧던가요. 보고싶어요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
kyjcucu, 오 생각보다 크네요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
ljh, 구성이 너무 좋아보여요... 굿,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
김영삼, 맛있겠네요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
두키즈맘, 다 맛있어 보여 바로 주문했어요. 2021120999678231,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
lkh, 50분만에 너무 배고픔..,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
Diana, 맛있겠네요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
lsw, 역시 혜택이 너무 좋네요..,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
써니, 브런치로 짱이겠어요ㅜㅜㅜ,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
펙통, 가격이 너무 맘에 들어요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
다복이, 구매했어요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
푸기, 애플파잉,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
