id,comment,program,time
짜요짜요, 차칸기업,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073143
느낌, ㅇㅇㅈㄱ 싶은 그대,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073143
짜요짜요, 이런곳은 돈쭐내줘야함,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073205
저축은내일부터, ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073247
저축은내일부터, 저도 상콤 좋아해요~~~ 사과맛 궁금했음,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073453
dls, 아 너무 맛있게따ㅜㅜㅠㅠㅠㅠ,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073536
lfs, 와우,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073536
dls, 그냥 과일 아입니까,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073536
dls, 와,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073536
저축은내일부터, ?!?!84%실환가,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073557
dls, 진짜 다넣엇네 다넣엇어,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073557
bae, 거의 원액 이네요~,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073557
저축은내일부터, 아 진짜 맛있겠다ㅠㅠㅠㅠㅠ,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073618
이진경, 오 ㅏ,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073640
dls, 색도 너무 이뿌다아,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073640
저축은내일부터, 와 쫀쫀한 거 보소,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073640
bae, 먹으면 영양이 풍부하겠네요,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073701
bae, 애들 영양간식에 짱이겠어요,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073722
dls, 요즘 입맛없었는데 입맛돌아올꺼같애야ㅠㅠㅠ,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073826
저축은내일부터, 아 진짜 맛있겠다ㅠ,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073826
bae, 종류별로 다양한 맛인것 같고 몸에도 좋은것,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074054
bae, 같아서 주문했어요,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074054
